true_label,true_domain,pred_label,pred_confidence,pred_domain,domain_conf,correct,top3_correct,top5_correct,domain_correct,fuzzy_matches,method,sector,category
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Credit Reporting Services
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Credit Reporting Services
Financial Services,Unknown,Consulting Services,0.6559343338012695,Professional Services,0.0,False,True,True,False,3,ensemble,Services,Investment Consultants & Financial Advisors
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Credit Unions & Savings Institutions
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Credit Unions & Savings Institutions
Financial Services,Unknown,Financial Services,0.8492268919944763,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Mortgage Brokers
Financial Services,Unknown,Financial Services,0.8492268919944763,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Mortgage Brokers
Financial Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Services,Cryptocurrency
Financial Services,Unknown,Financial Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,Investment Firms & Venture Capital
Single Family Residential Construction,Unknown,Wood Product Manufacturing,0.3559543043375015,Manufacturing & Production,0.0,False,False,False,False,5,ensemble,Manufacturing,Wood Building Material Stores
Recycling Services,Unknown,Recycling Services,0.47409204244613645,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,"Minerals, Earths & Ores"
Pharmaceutical Manufacturing,Unknown,Pharmaceutical Manufacturing,0.7794509530067444,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Pharmaceutical Products
Confectionery Manufacturing,Unknown,Confectionery Manufacturing,0.8394687175750732,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Bakeries & Desserts
Industrial Machinery Installation,Unknown,Chemical Manufacturing,0.5898558677898513,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Heavy Construction Equipment
Industrial Machinery Installation,Unknown,Industrial Machinery Installation,0.2743990957736969,Manufacturing & Production,0.0,True,True,True,False,1,ensemble,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Industrial Machinery Installation,0.5888552725315094,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Furniture Manufacturing,0.36845215857028957,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Industrial Machinery Installation,0.5914527237415313,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Industrial Machinery & Supplies
Community Engagement Services,Unknown,Community Engagement Services,0.8096186518669128,Professional Services,0.0,True,True,True,False,0,ensemble,Government,"Executive, Legislative & Government Institutions"
Community Engagement Services,Unknown,Human Resources Services,0.4150238037109375,Professional Services,0.0,False,False,False,False,0,ensemble,Non Profit,Domestic Violence NGOs
Community Engagement Services,Unknown,Community Engagement Services,0.7938306927680969,Professional Services,0.0,True,True,True,False,0,ensemble,Government,"Executive, Legislative & Government Institutions"
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.5688585788011551,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Pharmaceutical Manufacturing,0.3625369638204574,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Plastic Manufacturing,0.3488453984260559,Manufacturing & Production,0.0,False,False,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.7985433340072632,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.5950371086597442,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.8980055451393127,Manufacturing & Production,0.0,True,True,True,False,4,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.7831453680992126,Manufacturing & Production,0.0,True,True,True,False,0,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Agricultural Equipment Services,0.7070903182029724,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.8491279482841492,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.8491279482841492,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Manufacturing,Plastics Products
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.5688585788011551,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.8491279482841492,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Chemicals
Publishing Services,Unknown,Advertising Services,0.46161776781082153,Professional Services,0.0,False,False,False,False,1,ensemble,Services,Newspapers & Magazines
Publishing Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Manufacturing,Livestock & Animal Raising
Publishing Services,Unknown,Publishing Services,0.5830643236637115,Professional Services,0.0,True,True,True,False,0,ensemble,Manufacturing,Livestock & Animal Raising
Fire Protection System Services,Unknown,Fire Protection System Services,1.0,Software & Technology,0.0,True,True,True,False,5,ensemble,Services,"Alarms, Surveillance & Security Systems"
Wood Product Manufacturing,Unknown,Furniture Manufacturing,0.48995086550712585,Manufacturing & Production,0.0,False,False,True,False,5,ensemble,Manufacturing,Musical Instruments & Music Stores
Wood Product Manufacturing,Unknown,Wood Product Manufacturing,0.3554202377796173,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Wholesale,Renewable energy companies
Wood Product Manufacturing,Unknown,Furniture Manufacturing,0.8386431336402893,Manufacturing & Production,0.0,False,False,True,False,5,ensemble,Manufacturing,Wood Building Material Stores
Wood Product Manufacturing,Unknown,Wood Product Manufacturing,0.7684537172317505,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Building Material Manufacturers
Wood Product Manufacturing,Unknown,Textile Manufacturing Services,0.5079323649406433,Manufacturing & Production,0.0,False,True,True,False,1,ensemble,Manufacturing,Wood Building Material Stores
Event Planning Services,Unknown,Event Planning Services,0.6220557689666748,Professional Services,0.0,True,True,True,False,5,ensemble,Manufacturing,Oil & Gas - Extraction & Distribution
Event Planning Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Services,Party Rentals
E-Commerce Services,Unknown,Textile Manufacturing Services,0.45344454050064087,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Manufacturing,Industrial Air Solutions
E-Commerce Services,Unknown,Content Creation Services,0.28608853220939634,Professional Services,0.0,False,True,True,False,0,ensemble,Retail,Book Stores
E-Commerce Services,Unknown,E-Commerce Services,0.790181577205658,Retail & Commerce,0.0,True,True,True,False,5,ensemble,Wholesale,Paper & Cardboard Products
E-Commerce Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Manufacturing,Farms & Agriculture Production
E-Commerce Services,Unknown,E-Commerce Services,0.9485197067260742,Retail & Commerce,0.0,True,True,True,False,1,ensemble,Retail,Electronics Stores
E-Commerce Services,Unknown,E-Commerce Services,0.5555848836898803,Retail & Commerce,0.0,True,True,True,False,5,ensemble,Retail,Groceries
Non-Profit Management,Unknown,Consulting Services,0.2454165816307068,Professional Services,0.0,False,False,True,False,0,ensemble,Non Profit,Social Services & NGOs
Non-Profit Management,Unknown,Non-Profit Management,0.9205087532599767,Professional Services,0.0,True,True,True,False,5,ensemble,Non Profit,Social Services & NGOs
Human Resources Services,Unknown,Human Resources Services,0.7592889070510864,Professional Services,0.0,True,True,True,False,5,ensemble,Services,Employment Agencies & HR Consulting
Water Treatment Services,Unknown,Waste Management Services,1.0,Professional Services,0.0,False,True,True,False,5,ensemble,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Unknown,Commercial Electrical Services,0.30662122964859007,Professional Services,0.0,False,False,False,False,5,ensemble,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Unknown,Commercial Electrical Services,0.6343088150024414,Professional Services,0.0,False,False,False,False,5,ensemble,Manufacturing,Electronical Components Manufacturing
Training Services,Unknown,Training Services,0.9866068959236145,Education & Training,0.0,True,True,True,False,5,ensemble,Government,Police & Sheriffs
Training Services,Unknown,Training Services,0.5943598002195357,Education & Training,0.0,True,True,True,False,0,ensemble,Education,Dance Schools
Training Services,Unknown,Training Services,1.0,Education & Training,0.0,True,True,True,False,5,ensemble,Manufacturing,Auto Parts Manufacturers
Training Services,Unknown,Training Services,0.8871933221817017,Education & Training,0.0,True,True,True,False,2,ensemble,Education,Computer Training Schools
Training Services,Unknown,Training Services,0.8759243190288544,Education & Training,0.0,True,True,True,False,1,ensemble,Education,Beauty Schools
Training Services,Unknown,Training Services,1.0,Education & Training,0.0,True,True,True,False,5,ensemble,Non Profit,Social Services & NGOs
Training Services,Unknown,Training Services,0.5853454053401946,Education & Training,0.0,True,True,True,False,5,ensemble,Education,Colleges & Universities
Training Services,Unknown,Training Services,0.9059099555015564,Education & Training,0.0,True,True,True,False,1,ensemble,Services,Occupational Therapy
Training Services,Unknown,Training Services,0.9247023463249207,Education & Training,0.0,True,True,True,False,5,ensemble,Education,Computer Training Schools
Training Services,Unknown,Training Services,0.9866068959236145,Education & Training,0.0,True,True,True,False,5,ensemble,Government,Police & Sheriffs
Training Services,Unknown,Training Services,0.7248424291610718,Education & Training,0.0,True,True,True,False,5,ensemble,Education,Religious Schools
Training Services,Unknown,Training Services,1.0,Education & Training,0.0,True,True,True,False,5,ensemble,Education,Flight Training
Training Services,Unknown,Training Services,0.8048524856567383,Education & Training,0.0,True,True,True,False,5,ensemble,Services,Other Engineering Services
Training Services,Unknown,Training Services,0.5006769299507141,Education & Training,0.0,True,True,True,False,2,ensemble,Education,"Learning, Tutoring & Courses"
Training Services,Unknown,Financial Services,1.0,Financial Services,0.0,False,False,False,False,5,ensemble,Services,Retirement Planning
Legal Services,Unknown,Seafood Processing Services,0.31489628255367275,Professional Services,0.0,False,True,True,False,5,ensemble,Government,Courthouses
Legal Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Services,Notaries
Legal Services,Unknown,Legal Services,1.0,Professional Services,0.0,True,True,True,False,5,ensemble,Non Profit,Social Services & NGOs
Legal Services,Unknown,Training Services,0.40501642908368796,Professional Services,0.0,False,True,True,False,5,ensemble,Government,Courthouses
Consulting Services,Unknown,Consulting Services,1.0,Professional Services,0.0,True,True,True,False,5,ensemble,Education,Educational Consultants
Consulting Services,Unknown,Consulting Services,1.0,Professional Services,0.0,True,True,True,False,5,ensemble,Education,Educational Consultants
Consulting Services,Unknown,Consulting Services,0.986649152636528,Professional Services,0.0,True,True,True,False,5,ensemble,Services,Trucking and Logistics
Consulting Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Education,Colleges & Universities
Consulting Services,Unknown,Financial Services,0.6670839786529541,Financial Services,0.0,False,False,False,False,5,ensemble,Manufacturing,Paper & Cardboard Products
Software Development Services,Unknown,Software Development Services,0.5936315029859542,Software & Technology,0.0,True,True,True,False,5,ensemble,Government,Courthouses
Software Development Services,Unknown,Data Analysis Services,0.5186077356338501,Professional Services,0.0,False,True,True,False,5,ensemble,Services,Medical Research
Software Development Services,Unknown,Environmental Consulting,0.31329057216644285,Professional Services,0.0,False,False,False,False,5,ensemble,Government,"Executive, Legislative & Government Institutions"
Software Development Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Services,Art & Music Publishers
Software Development Services,Unknown,Software Development Services,0.9582845106720925,Software & Technology,0.0,True,True,True,False,5,ensemble,Manufacturing,Electronical Components Manufacturing
Software Development Services,Unknown,Software Development Services,0.9582845106720925,Software & Technology,0.0,True,True,True,False,5,ensemble,Manufacturing,Electronical Components Manufacturing
Volunteer Services,Unknown,Volunteer Services,0.9438291788101196,Professional Services,0.0,True,True,True,False,3,ensemble,Government,Fire Departments & Fire Protection
Agricultural Equipment Services,Unknown,Veterinary Services,0.8396127223968506,Healthcare & Medical,0.0,False,False,False,False,5,ensemble,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Unknown,Veterinary Services,0.8396127223968506,Healthcare & Medical,0.0,False,False,False,False,5,ensemble,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Unknown,Environmental Consulting,0.8646215319633483,Professional Services,0.0,False,False,False,False,5,ensemble,Manufacturing,Farms & Agriculture Production
Dock and Pier Construction,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Services,Civil Engineering Services
Soap Production Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Manufacturing,Religious Goods
Food Processing Services,Unknown,Food Processing Services,0.8054690957069397,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.767842710018158,Manufacturing & Production,0.0,True,True,True,False,1,ensemble,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.767842710018158,Manufacturing & Production,0.0,True,True,True,False,1,ensemble,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.5970602393150329,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Farms & Agriculture Production
Food Processing Services,Unknown,Canning Services,0.8193576335906982,Professional Services,0.0,False,True,True,False,5,ensemble,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Canning Services,0.8291636109352112,Professional Services,0.0,False,True,True,False,2,ensemble,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Frozen Food Processing,0.9331899285316467,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Pharmaceutical Manufacturing,0.6306585073471069,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Farms & Agriculture Production
Food Processing Services,Unknown,Frozen Food Processing,0.7183916568756104,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Fruit & Vegetable - Markets & Stores
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.8839908242225647,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Wholesale,Plastics Products
Plastic Manufacturing,Unknown,Textile Manufacturing Services,0.9057762026786804,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Plastic Manufacturing,Unknown,Plastic Manufacturing,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Accessory Manufacturing,0.5502971410751343,Manufacturing & Production,0.0,False,False,False,False,1,ensemble,Manufacturing,"Minerals, Earths & Ores"
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.4935022294521332,Professional Services,0.0,True,True,True,False,5,ensemble,Manufacturing,"Pipes, Tubes, Fittings & Valves"
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.5860593974590301,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Chemical Manufacturing,0.39184512645006175,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Wholesale,Adhesives & Sealants
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.9244817841798068,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Injection Molding Services
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.5727925658226013,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Plastics Products
Real Estate Services,Unknown,Real Estate Services,0.8509010672569275,Construction & Real Estate,0.0,True,True,True,False,5,ensemble,Services,Mortgage Brokers
Real Estate Services,Unknown,Real Estate Services,1.0,Construction & Real Estate,0.0,True,True,True,False,5,ensemble,Services,Real Estate - Agents & Managers
Real Estate Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Retail,"Motor Homes, Trailers & RVs - Dealers & Rentals"
Seafood Processing Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,False,False,False,False,0,ensemble,Retail,"Meat, Fish & Seafood Stores"
Health Promotion Services,Unknown,Laboratory Services,0.30745269060134883,Professional Services,0.0,False,False,False,False,5,ensemble,Services,Podiatrists
Health Promotion Services,Unknown,Health Promotion Services,0.5886261999607085,Healthcare & Medical,0.0,True,True,True,False,5,ensemble,Non Profit,Social Services & NGOs
Health Promotion Services,Unknown,Fundraising Services,0.8073460459709167,Professional Services,0.0,False,False,False,False,5,ensemble,Non Profit,Social Services & NGOs
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,1.0,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.7729509472846985,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.9820001721382141,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.7729509472846985,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Apparel Manufacturing,0.8500404953956604,Software & Technology,0.0,False,False,False,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.7729509472846985,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.6602940559387207,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Furniture Manufacturing,0.7713949084281921,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.6506260514259339,Manufacturing & Production,0.0,True,True,True,False,0,ensemble,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.9820001721382141,Manufacturing & Production,0.0,True,True,True,False,5,ensemble,Manufacturing,Fabric-Based Home Goods
Rubber Manufacturing,Unknown,Plastic Manufacturing,0.5672125220298767,Manufacturing & Production,0.0,False,False,False,False,3,ensemble,Manufacturing,Fabricated Rubber Products
Insurance Services,Unknown,Insurance Services,0.5740965366363525,Financial Services,0.0,True,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
Insurance Services,Unknown,Insurance Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
Insurance Services,Unknown,Insurance Services,0.5740965366363525,Financial Services,0.0,True,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
Insurance Services,Unknown,Website Development Services,0.45631057024002075,Manufacturing & Production,0.0,False,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
Insurance Services,Unknown,Insurance Services,1.0,Financial Services,0.0,True,True,True,False,5,ensemble,Services,"Insurance - Agents, Carriers & Brokers"
