true_label,true_domain,pred_label,pred_confidence,pred_domain,domain_conf,correct,top3_correct,top5_correct,domain_correct,fuzzy_matches,method,sector,category
Wood Product Manufacturing,Manufacturing & Production,Wood Product Manufacturing,0.3225700244307518,Manufacturing & Production,0.69,True,True,True,True,0,hierarchical,Manufacturing,Wood Building Material Stores
Event Planning Services,Professional Services,Well Drilling Services,0.17278367310976597,Professional Services,0.4041574774953244,False,False,True,True,0,hierarchical,Manufacturing,Oil & Gas - Extraction & Distribution
Event Planning Services,Professional Services,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Services,Party Rentals
E-Commerce Services,Retail & Commerce,Chemical Manufacturing,0.22762828852216635,Manufacturing & Production,0.5126242931722971,False,False,False,False,0,hierarchical,Manufacturing,Industrial Air Solutions
E-Commerce Services,Retail & Commerce,Data Analysis Services,0.16014724772204858,Professional Services,0.3969776269014287,False,False,False,False,0,hierarchical,Retail,Book Stores
E-Commerce Services,Retail & Commerce,E-Commerce Services,0.813031189441681,Retail & Commerce,0.89,True,True,True,True,0,hierarchical,Wholesale,Paper & Cardboard Products
E-Commerce Services,Retail & Commerce,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Manufacturing,Farms & Agriculture Production
E-Commerce Services,Retail & Commerce,E-Commerce Services,0.7082517528533935,Retail & Commerce,0.72,True,True,True,True,0,hierarchical,Retail,Electronics Stores
E-Commerce Services,Retail & Commerce,E-Commerce Services,0.5831486511230469,Retail & Commerce,0.64,True,True,True,True,0,hierarchical,Retail,Groceries
Non-Profit Management,Professional Services,Human Resources Services,0.11334113207185002,Professional Services,0.3975226608676926,False,True,True,True,0,hierarchical,Non Profit,Social Services & NGOs
Non-Profit Management,Professional Services,Non-Profit Management,0.862417824405932,Professional Services,0.8818042867215135,True,True,True,True,0,hierarchical,Non Profit,Social Services & NGOs
Human Resources Services,Professional Services,Content Creation Services,0.2500212429086666,Professional Services,0.5186215538847118,False,True,True,True,0,hierarchical,Services,Employment Agencies & HR Consulting
Water Treatment Services,Professional Services,Waste Management Services,0.8751998182910851,Professional Services,0.9066581320649258,False,True,True,True,0,hierarchical,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Software & Technology,Commercial Electrical Services,0.2361957940849605,Professional Services,0.5715671000667966,False,False,False,False,0,hierarchical,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Software & Technology,Testing and Inspection Services,0.11530584277028755,Professional Services,0.27115828997009533,False,False,False,False,0,hierarchical,Manufacturing,Electronical Components Manufacturing
Training Services,Education & Training,Training Services,0.6156522369384766,Education & Training,0.64,True,True,True,True,0,hierarchical,Government,Police & Sheriffs
Training Services,Education & Training,Training Services,0.632780532836914,Education & Training,0.64,True,True,True,True,0,hierarchical,Education,Dance Schools
Training Services,Education & Training,Training Services,0.9206531131267548,Education & Training,0.93,True,True,True,True,0,hierarchical,Manufacturing,Auto Parts Manufacturers
Training Services,Education & Training,Training Services,0.9066705632209778,Education & Training,0.92,True,True,True,True,0,hierarchical,Education,Computer Training Schools
Training Services,Education & Training,Training Services,0.8692832350730896,Education & Training,0.9,True,True,True,True,0,hierarchical,Education,Beauty Schools
Training Services,Education & Training,Training Services,0.9045899713039398,Education & Training,0.91,True,True,True,True,0,hierarchical,Non Profit,Social Services & NGOs
Training Services,Education & Training,Training Services,0.8736217617988586,Education & Training,0.9,True,True,True,True,0,hierarchical,Education,Colleges & Universities
Training Services,Education & Training,Training Services,0.6718676733970641,Education & Training,0.69,True,True,True,True,0,hierarchical,Services,Occupational Therapy
Training Services,Education & Training,Training Services,0.9587330663204193,Education & Training,0.97,True,True,True,True,0,hierarchical,Education,Computer Training Schools
Training Services,Education & Training,Training Services,0.6156522369384766,Education & Training,0.64,True,True,True,True,0,hierarchical,Government,Police & Sheriffs
Training Services,Education & Training,Training Services,0.18310280680656432,Education & Training,0.41,True,True,True,True,0,hierarchical,Education,Religious Schools
Training Services,Education & Training,Training Services,0.944032352566719,Education & Training,0.97,True,True,True,True,0,hierarchical,Education,Flight Training
Training Services,Education & Training,Training Services,0.37957861840724944,Education & Training,0.63,True,True,True,True,0,hierarchical,Services,Other Engineering Services
Training Services,Education & Training,Training Services,0.14734860062599184,Education & Training,0.33,True,True,True,True,0,hierarchical,Education,"Learning, Tutoring & Courses"
Training Services,Education & Training,Financial Services,0.8440995359420777,Financial Services,0.88,False,False,False,False,0,hierarchical,Services,Retirement Planning
Legal Services,Professional Services,Waste Management Services,0.21193250293756263,Professional Services,0.6291895101508073,False,False,True,True,0,hierarchical,Government,Courthouses
Legal Services,Professional Services,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Services,Notaries
Legal Services,Professional Services,Legal Services,0.9058779349152212,Professional Services,0.9309170448960938,True,True,True,True,0,hierarchical,Non Profit,Social Services & NGOs
Legal Services,Professional Services,Public Relations Services,0.19284303804322495,Professional Services,0.6165283342653064,False,False,False,True,0,hierarchical,Government,Courthouses
Consulting Services,Professional Services,Consulting Services,0.9071837800741196,Professional Services,0.93,True,True,True,True,0,hierarchical,Education,Educational Consultants
Consulting Services,Professional Services,Consulting Services,0.9071837800741196,Professional Services,0.93,True,True,True,True,0,hierarchical,Education,Educational Consultants
Consulting Services,Professional Services,Consulting Services,0.7558247755965862,Professional Services,0.8215754811100857,True,True,True,True,0,hierarchical,Services,Trucking and Logistics
Consulting Services,Professional Services,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Education,Colleges & Universities
Consulting Services,Professional Services,Financial Services,0.20749017596244812,Financial Services,0.65,False,False,False,False,0,hierarchical,Manufacturing,Paper & Cardboard Products
Software Development Services,Software & Technology,Software Development Services,0.9477725028991699,Software & Technology,0.96,True,True,True,True,0,hierarchical,Government,Courthouses
Software Development Services,Software & Technology,Testing and Inspection Services,0.15694835493379514,Professional Services,0.45043733730354035,False,False,False,False,0,hierarchical,Services,Medical Research
Software Development Services,Software & Technology,Environmental Consulting,0.22271585630843493,Professional Services,0.5220949384828809,False,False,False,False,0,hierarchical,Government,"Executive, Legislative & Government Institutions"
Software Development Services,Software & Technology,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Services,Art & Music Publishers
Software Development Services,Software & Technology,Software Development Services,0.6726385593414306,Software & Technology,0.7,True,True,True,True,0,hierarchical,Manufacturing,Electronical Components Manufacturing
Software Development Services,Software & Technology,Software Development Services,0.6726385593414306,Software & Technology,0.7,True,True,True,True,0,hierarchical,Manufacturing,Electronical Components Manufacturing
Volunteer Services,Professional Services,Volunteer Services,0.8608793520927429,Professional Services,0.87,True,True,True,True,0,hierarchical,Government,Fire Departments & Fire Protection
Agricultural Equipment Services,Manufacturing & Production,Veterinary Services,0.8380489826202392,Healthcare & Medical,0.85,False,False,False,False,0,hierarchical,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Manufacturing & Production,Veterinary Services,0.8380489826202392,Healthcare & Medical,0.85,False,False,False,False,0,hierarchical,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Manufacturing & Production,Environmental Consulting,0.7666602230072022,Professional Services,0.81,False,False,False,False,0,hierarchical,Manufacturing,Farms & Agriculture Production
Dock and Pier Construction,Construction & Real Estate,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Services,Civil Engineering Services
Soap Production Services,Manufacturing & Production,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,True,0,hierarchical,Manufacturing,Religious Goods
Food Processing Services,Manufacturing & Production,Food Processing Services,0.8350232303142547,Manufacturing & Production,0.85,True,True,True,True,0,hierarchical,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Food Processing Services,0.8372499024868011,Manufacturing & Production,0.87,True,True,True,True,0,hierarchical,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Food Processing Services,0.8372499024868011,Manufacturing & Production,0.87,True,True,True,True,0,hierarchical,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Food Processing Services,0.9941204786300659,Manufacturing & Production,1.0,True,True,True,True,0,hierarchical,Manufacturing,Farms & Agriculture Production
Food Processing Services,Manufacturing & Production,Canning Services,0.8205180406570435,Professional Services,0.85,False,False,False,False,0,hierarchical,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Canning Services,0.6603896951675415,Professional Services,0.67,False,False,False,False,0,hierarchical,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Frozen Food Processing,0.924973315000534,Manufacturing & Production,0.97,False,True,True,True,0,hierarchical,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Manufacturing & Production,Food Processing Services,0.9693904209136963,Manufacturing & Production,0.99,True,True,True,True,0,hierarchical,Manufacturing,Farms & Agriculture Production
Food Processing Services,Manufacturing & Production,Frozen Food Processing,0.38460750102996827,Manufacturing & Production,0.74,False,True,True,True,0,hierarchical,Manufacturing,Fruit & Vegetable - Markets & Stores
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.49053155779838564,Manufacturing & Production,0.79,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.9129943927979107,Manufacturing & Production,0.9394488005147567,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.9412055879831314,Manufacturing & Production,0.97,True,True,True,True,0,hierarchical,Wholesale,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Textile Manufacturing Services,0.7408465504646301,Manufacturing & Production,0.85,False,True,True,True,0,hierarchical,Manufacturing,Fabric-Based Home Goods
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.9129943927979107,Manufacturing & Production,0.9394488005147567,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Accessory Manufacturing,0.2589058550527718,Manufacturing & Production,0.4901692879047029,False,True,True,True,0,hierarchical,Manufacturing,"Minerals, Earths & Ores"
Plastic Manufacturing,Manufacturing & Production,Commercial Electrical Services,0.18076411239160448,Professional Services,0.5304843508585312,False,False,False,False,0,hierarchical,Manufacturing,"Pipes, Tubes, Fittings & Valves"
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.80685859978199,Manufacturing & Production,0.83,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.24621800644046318,Manufacturing & Production,0.5639615674869465,True,True,True,True,0,hierarchical,Wholesale,Adhesives & Sealants
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.8808959341049194,Manufacturing & Production,0.99,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.8759347772598267,Manufacturing & Production,0.92,True,True,True,True,0,hierarchical,Manufacturing,Injection Molding Services
Plastic Manufacturing,Manufacturing & Production,Plastic Manufacturing,0.8983058750629425,Manufacturing & Production,0.95,True,True,True,True,0,hierarchical,Manufacturing,Plastics Products
Real Estate Services,Construction & Real Estate,Real Estate Services,0.8185316145238556,Construction & Real Estate,0.8334685781008119,True,True,True,True,0,hierarchical,Services,Mortgage Brokers
Real Estate Services,Construction & Real Estate,Real Estate Services,0.8893364375985774,Construction & Real Estate,0.9110677603848373,True,True,True,True,0,hierarchical,Services,Real Estate - Agents & Managers
Real Estate Services,Construction & Real Estate,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hierarchical,Retail,"Motor Homes, Trailers & RVs - Dealers & Rentals"
Seafood Processing Services,Manufacturing & Production,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,True,0,hierarchical,Retail,"Meat, Fish & Seafood Stores"
Health Promotion Services,Healthcare & Medical,Landscaping Services,0.13723684034915412,Professional Services,0.4452473787282918,False,False,False,False,0,hierarchical,Services,Podiatrists
Health Promotion Services,Healthcare & Medical,Health Promotion Services,0.7831975089055576,Healthcare & Medical,0.8014281035583423,True,True,True,True,0,hierarchical,Non Profit,Social Services & NGOs
Health Promotion Services,Healthcare & Medical,Fundraising Services,0.4561175423969981,Professional Services,0.826033491995755,False,False,False,False,0,hierarchical,Non Profit,Social Services & NGOs
Textile Manufacturing Services,Manufacturing & Production,Textile Manufacturing Services,0.9508331018686295,Manufacturing & Production,0.99,True,True,True,True,0,hierarchical,Manufacturing,Fabric-Based Home Goods
