true_label,true_domain,pred_label,pred_confidence,pred_domain,domain_conf,correct,top3_correct,top5_correct,domain_correct,fuzzy_matches,method,sector,category
Furniture Manufacturing,Unknown,Furniture Manufacturing,0.5779460072517395,Manufacturing & Production,0.62,True,True,True,False,0,hybrid,Manufacturing,Office Furniture
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.8048028945922852,Professional Services,0.73,True,True,True,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.8014018535614014,Professional Services,0.91,True,True,True,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.4117480516433716,Professional Services,0.7683922492345786,True,True,True,False,0,hybrid,Wholesale,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.6864765286445618,Professional Services,0.8287206316539312,True,True,True,False,0,hybrid,Wholesale,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.682339072227478,Professional Services,0.941445280029346,True,True,True,False,0,hybrid,Wholesale,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.6863188743591309,Professional Services,0.741556478245168,True,True,True,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Livestock Dealer Services,Unknown,Livestock Dealer Services,0.8048028945922852,Professional Services,0.73,True,True,True,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Carpentry Services,Unknown,Commercial Construction Services,0.563565731048584,Construction & Real Estate,0.3,False,False,True,False,0,hybrid,Services,Roofing Contractors
Marketing Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Real Estate Rental
Frozen Food Processing,Unknown,Frozen Food Processing,0.7019839882850647,Manufacturing & Production,0.94,True,True,True,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Frozen Food Processing,Unknown,Frozen Food Processing,0.7714524269104004,Manufacturing & Production,0.99,True,True,True,False,0,hybrid,Wholesale,Fruit & Vegetable - Markets & Stores
Frozen Food Processing,Unknown,Food Processing Services,0.24041220545768738,Manufacturing & Production,0.49568996080872707,False,True,True,False,0,hybrid,Manufacturing,Ice Cream
Frozen Food Processing,Unknown,Frozen Food Processing,0.8646756410598755,Manufacturing & Production,0.99,True,True,True,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Alarm Installation Services,Unknown,Alarm Installation Services,0.44899263978004456,Professional Services,0.43506348367052877,True,True,True,False,0,hybrid,Services,"Alarms, Surveillance & Security Systems"
Commercial Construction Services,Unknown,Commercial Construction Services,0.813689649105072,Construction & Real Estate,0.86,True,True,True,False,0,hybrid,Manufacturing,Paper & Cardboard Products
Property Management Services,Unknown,Property Management Services,0.7770278453826904,Construction & Real Estate,0.7232712047009044,True,True,True,False,0,hybrid,Non Profit,Real Estate Associations
Property Management Services,Unknown,Non-Profit Management,0.4193992018699646,Professional Services,0.7010022193681837,False,False,False,False,0,hybrid,Services,Homelessness Shelter
Property Management Services,Unknown,Property Management Services,0.7770278453826904,Construction & Real Estate,0.7232712047009044,True,True,True,False,0,hybrid,Non Profit,Real Estate Associations
Financial Services,Unknown,Financial Services,0.8894394636154175,Financial Services,0.92,True,True,True,False,0,hybrid,Services,Loans & Financing
Financial Services,Unknown,Financial Services,0.8507768511772156,Financial Services,0.909861943944927,True,True,True,False,0,hybrid,Services,Cryptocurrency
Financial Services,Unknown,Advertising Services,0.2422330379486084,Professional Services,0.4315044422788316,False,False,False,False,0,hybrid,Services,Money Transfer
Financial Services,Unknown,Financial Services,0.8630468845367432,Financial Services,0.8189723320158103,True,True,True,False,0,hybrid,Services,Credit Reporting Services
Financial Services,Unknown,Financial Services,0.8517429828643799,Financial Services,0.88,True,True,True,False,0,hybrid,Services,Retirement Planning
Financial Services,Unknown,Financial Services,0.8891785144805908,Financial Services,0.96,True,True,True,False,0,hybrid,Services,"Insurance - Agents, Carriers & Brokers"
Financial Services,Unknown,Financial Services,0.638806939125061,Financial Services,0.3985338345864662,True,True,True,False,0,hybrid,Services,Mortgage Brokers
Financial Services,Unknown,Human Resources Services,0.586438000202179,Professional Services,0.789331886319482,False,False,False,False,0,hybrid,Services,Accounting & Bookkeeping Services
Financial Services,Unknown,Financial Services,0.8630468845367432,Financial Services,0.8189723320158103,True,True,True,False,0,hybrid,Services,Credit Reporting Services
Financial Services,Unknown,Financial Services,0.8539270758628845,Financial Services,0.9438095238095238,True,True,True,False,0,hybrid,Services,Credit Reporting Services
Financial Services,Unknown,Content Creation Services,0.5826271891593933,Professional Services,0.97,False,False,True,False,0,hybrid,Services,Investment Consultants & Financial Advisors
Financial Services,Unknown,Financial Services,0.8891785144805908,Financial Services,0.96,True,True,True,False,0,hybrid,Services,"Insurance - Agents, Carriers & Brokers"
Financial Services,Unknown,Financial Services,0.8438776135444641,Financial Services,0.9481362007168458,True,True,True,False,0,hybrid,Services,Credit Unions & Savings Institutions
Financial Services,Unknown,Financial Services,0.8360415697097778,Financial Services,0.9206121282740614,True,True,True,False,0,hybrid,Services,Credit Unions & Savings Institutions
Financial Services,Unknown,Financial Services,0.638806939125061,Financial Services,0.3985338345864662,True,True,True,False,0,hybrid,Services,Mortgage Brokers
Financial Services,Unknown,Financial Services,0.638806939125061,Financial Services,0.3985338345864662,True,True,True,False,0,hybrid,Services,Mortgage Brokers
Financial Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Cryptocurrency
Financial Services,Unknown,Financial Services,0.8905507326126099,Financial Services,0.8910951388562434,True,True,True,False,0,hybrid,Services,Investment Firms & Venture Capital
Single Family Residential Construction,Unknown,Wood Product Manufacturing,0.30714515447616575,Manufacturing & Production,0.4727648660410936,False,False,False,False,0,hybrid,Manufacturing,Wood Building Material Stores
Recycling Services,Unknown,Asphalt Production Services,0.28945716619491574,Manufacturing & Production,0.36,False,False,True,False,0,hybrid,Manufacturing,"Minerals, Earths & Ores"
Pharmaceutical Manufacturing,Unknown,Pharmaceutical Manufacturing,0.557002067565918,Manufacturing & Production,0.82,True,True,True,False,0,hybrid,Manufacturing,Pharmaceutical Products
Confectionery Manufacturing,Unknown,Confectionery Manufacturing,0.616413414478302,Manufacturing & Production,0.4130634278002699,True,True,True,False,0,hybrid,Manufacturing,Bakeries & Desserts
Industrial Machinery Installation,Unknown,Chemical Manufacturing,0.40881448758973016,Manufacturing & Production,0.59,False,True,True,False,0,hybrid,Manufacturing,Heavy Construction Equipment
Industrial Machinery Installation,Unknown,Commercial Communication Equipment Installation,0.2129161477088928,Manufacturing & Production,0.3184893922022129,False,True,True,False,0,hybrid,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Industrial Machinery Installation,0.5866263270378113,Manufacturing & Production,0.96,True,True,True,False,0,hybrid,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Furniture Manufacturing,0.3299263978004456,Manufacturing & Production,0.4227379958259692,False,True,True,False,0,hybrid,Manufacturing,Industrial Machinery & Supplies
Industrial Machinery Installation,Unknown,Industrial Machinery Installation,0.5897432684898376,Manufacturing & Production,0.96,True,True,True,False,0,hybrid,Manufacturing,Industrial Machinery & Supplies
Community Engagement Services,Unknown,Community Engagement Services,0.6868529915809631,Professional Services,0.8823346458789701,True,True,True,False,0,hybrid,Government,"Executive, Legislative & Government Institutions"
Community Engagement Services,Unknown,Human Resources Services,0.23037046194076538,Professional Services,0.3924067908174825,False,False,False,False,0,hybrid,Non Profit,Domestic Violence NGOs
Community Engagement Services,Unknown,Community Engagement Services,0.6720054745674133,Professional Services,0.8324896350429403,True,True,True,False,0,hybrid,Government,"Executive, Legislative & Government Institutions"
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.56263028383255,Manufacturing & Production,0.86,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Pharmaceutical Manufacturing,0.315044367313385,Manufacturing & Production,0.66,False,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Plastic Manufacturing,0.29861447811126707,Manufacturing & Production,0.76,False,False,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.570183277130127,Manufacturing & Production,0.7918927444794953,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.5940445303916931,Manufacturing & Production,0.89,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.7494964599609375,Manufacturing & Production,0.9718928935388519,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.6620132923126221,Manufacturing & Production,0.8954730390587433,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.5711803436279297,Manufacturing & Production,0.79,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.6199859976768494,Manufacturing & Production,0.74,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.6199859976768494,Manufacturing & Production,0.74,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.88093101978302,Manufacturing & Production,0.86,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,True,False,0,hybrid,Manufacturing,Plastics Products
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.56263028383255,Manufacturing & Production,0.86,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Chemical Manufacturing,Unknown,Chemical Manufacturing,0.6199859976768494,Manufacturing & Production,0.74,True,True,True,False,0,hybrid,Manufacturing,Chemicals
Publishing Services,Unknown,Advertising Services,0.2795073390007019,Professional Services,0.5304843508585312,False,False,False,False,0,hybrid,Services,Newspapers & Magazines
Publishing Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Publishing Services,Unknown,Publishing Services,0.5796771883964539,Professional Services,0.9110947474109073,True,True,True,False,0,hybrid,Manufacturing,Livestock & Animal Raising
Fire Protection System Services,Unknown,Fire Protection System Services,0.8546863794326782,Software & Technology,0.88,True,True,True,False,0,hybrid,Services,"Alarms, Surveillance & Security Systems"
Wood Product Manufacturing,Unknown,Plastic Manufacturing,0.29948336521784463,Manufacturing & Production,0.5718927444794953,False,False,True,False,0,hybrid,Manufacturing,Musical Instruments & Music Stores
Wood Product Manufacturing,Unknown,Wood Product Manufacturing,0.30650428533554075,Manufacturing & Production,0.578512674093904,True,True,True,False,0,hybrid,Wholesale,Renewable energy companies
Wood Product Manufacturing,Unknown,Furniture Manufacturing,0.6154967546463013,Manufacturing & Production,0.5,False,False,True,False,0,hybrid,Manufacturing,Wood Building Material Stores
Wood Product Manufacturing,Unknown,Wood Product Manufacturing,0.581324577331543,Manufacturing & Production,0.62,True,True,True,False,0,hybrid,Manufacturing,Building Material Manufacturers
Wood Product Manufacturing,Unknown,Wood Product Manufacturing,0.37553203105926514,Manufacturing & Production,0.69,True,True,True,False,0,hybrid,Manufacturing,Wood Building Material Stores
Event Planning Services,Unknown,Event Planning Services,0.41593873500823975,Professional Services,0.4041574774953244,True,True,True,False,0,hybrid,Manufacturing,Oil & Gas - Extraction & Distribution
Event Planning Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Party Rentals
E-Commerce Services,Unknown,Textile Manufacturing Services,0.2749110460281372,Manufacturing & Production,0.5126242931722971,False,False,False,False,0,hybrid,Manufacturing,Industrial Air Solutions
E-Commerce Services,Unknown,Publishing Services,0.24338173866271973,Professional Services,0.3969776269014287,False,False,True,False,0,hybrid,Retail,Book Stores
E-Commerce Services,Unknown,E-Commerce Services,0.6548488736152649,Retail & Commerce,0.89,True,True,True,False,0,hybrid,Wholesale,Paper & Cardboard Products
E-Commerce Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Manufacturing,Farms & Agriculture Production
E-Commerce Services,Unknown,E-Commerce Services,0.7955524325370789,Retail & Commerce,0.72,True,True,True,False,0,hybrid,Retail,Electronics Stores
E-Commerce Services,Unknown,E-Commerce Services,0.5467018604278564,Retail & Commerce,0.64,True,True,True,False,0,hybrid,Retail,Groceries
Non-Profit Management,Unknown,Consulting Services,0.19386181235313416,Professional Services,0.3975226608676926,False,True,True,False,0,hybrid,Non Profit,Social Services & NGOs
Non-Profit Management,Unknown,Non-Profit Management,0.7720100037256876,Professional Services,0.8818042867215135,True,True,True,False,0,hybrid,Non Profit,Social Services & NGOs
Human Resources Services,Unknown,Human Resources Services,0.5370309352874756,Professional Services,0.5186215538847118,True,True,True,False,0,hybrid,Services,Employment Agencies & HR Consulting
Water Treatment Services,Unknown,Waste Management Services,0.8863937854766846,Professional Services,0.9066581320649258,False,True,True,False,0,hybrid,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Unknown,Commercial Electrical Services,0.2479454755783081,Professional Services,0.5715671000667966,False,False,False,False,0,hybrid,Government,"Executive, Legislative & Government Institutions"
Technology Consulting,Unknown,Commercial Electrical Services,0.4280793070793152,Professional Services,0.27115828997009533,False,False,False,False,0,hybrid,Manufacturing,Electronical Components Manufacturing
Training Services,Unknown,Training Services,0.8216768503189087,Education & Training,0.64,True,True,True,False,0,hybrid,Government,Police & Sheriffs
Training Services,Unknown,Training Services,0.5932317495346069,Education & Training,0.64,True,True,True,False,0,hybrid,Education,Dance Schools
Training Services,Unknown,Training Services,0.8457238674163818,Education & Training,0.93,True,True,True,False,0,hybrid,Manufacturing,Auto Parts Manufacturers
Training Services,Unknown,Training Services,0.7468569278717041,Education & Training,0.92,True,True,True,False,0,hybrid,Education,Computer Training Schools
Training Services,Unknown,Training Services,0.7339135074615479,Education & Training,0.9,True,True,True,False,0,hybrid,Education,Beauty Schools
Training Services,Unknown,Training Services,0.8785768747329712,Education & Training,0.91,True,True,True,False,0,hybrid,Non Profit,Social Services & NGOs
Training Services,Unknown,Training Services,0.5824145078659058,Education & Training,0.9,True,True,True,False,0,hybrid,Education,Colleges & Universities
Training Services,Unknown,Training Services,0.7594721913337708,Education & Training,0.69,True,True,True,False,0,hybrid,Services,Occupational Therapy
Training Services,Unknown,Training Services,0.7774388194084167,Education & Training,0.97,True,True,True,False,0,hybrid,Education,Computer Training Schools
Training Services,Unknown,Training Services,0.8216768503189087,Education & Training,0.64,True,True,True,False,0,hybrid,Government,Police & Sheriffs
Training Services,Unknown,Training Services,0.5091923475265503,Education & Training,0.41,True,True,True,False,0,hybrid,Education,Religious Schools
Training Services,Unknown,Training Services,0.8645870089530945,Education & Training,0.97,True,True,True,False,0,hybrid,Education,Flight Training
Training Services,Unknown,Training Services,0.6043831706047058,Education & Training,0.63,True,True,True,False,0,hybrid,Services,Other Engineering Services
Training Services,Unknown,Training Services,0.3298436999320984,Education & Training,0.33,True,True,True,False,0,hybrid,Education,"Learning, Tutoring & Courses"
Training Services,Unknown,Financial Services,0.8517429828643799,Financial Services,0.88,False,False,False,False,0,hybrid,Services,Retirement Planning
Legal Services,Unknown,Waste Management Services,0.20210047960281372,Professional Services,0.6291895101508073,False,False,True,False,0,hybrid,Government,Courthouses
Legal Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Notaries
Legal Services,Unknown,Legal Services,0.8348718881607056,Professional Services,0.9309170448960938,True,True,True,False,0,hybrid,Non Profit,Social Services & NGOs
Legal Services,Unknown,Legal Services,0.27663296461105347,Professional Services,0.6165283342653064,True,True,True,False,0,hybrid,Government,Courthouses
Consulting Services,Unknown,Consulting Services,0.8957811594009399,Professional Services,0.93,True,True,True,False,0,hybrid,Education,Educational Consultants
Consulting Services,Unknown,Consulting Services,0.8957811594009399,Professional Services,0.93,True,True,True,False,0,hybrid,Education,Educational Consultants
Consulting Services,Unknown,Consulting Services,0.8133133172988891,Professional Services,0.8215754811100857,True,True,True,False,0,hybrid,Services,Trucking and Logistics
Consulting Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Education,Colleges & Universities
Consulting Services,Unknown,Financial Services,0.43751031160354614,Financial Services,0.65,False,False,False,False,0,hybrid,Manufacturing,Paper & Cardboard Products
Software Development Services,Unknown,Software Development Services,0.5923578143119812,Software & Technology,0.96,True,True,True,False,0,hybrid,Government,Courthouses
Software Development Services,Unknown,Data Analysis Services,0.43245846033096313,Professional Services,0.45043733730354035,False,True,True,False,0,hybrid,Services,Medical Research
Software Development Services,Unknown,Environmental Consulting,0.2559486865997314,Professional Services,0.5220949384828809,False,False,False,False,0,hybrid,Government,"Executive, Legislative & Government Institutions"
Software Development Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Art & Music Publishers
Software Development Services,Unknown,Software Development Services,0.7988100397586823,Software & Technology,0.7,True,True,True,False,0,hybrid,Manufacturing,Electronical Components Manufacturing
Software Development Services,Unknown,Software Development Services,0.7988100397586823,Software & Technology,0.7,True,True,True,False,0,hybrid,Manufacturing,Electronical Components Manufacturing
Volunteer Services,Unknown,Volunteer Services,0.7929666638374329,Professional Services,0.87,True,True,True,False,0,hybrid,Government,Fire Departments & Fire Protection
Agricultural Equipment Services,Unknown,Veterinary Services,0.7088781595230103,Healthcare & Medical,0.85,False,False,False,False,0,hybrid,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Unknown,Veterinary Services,0.7088781595230103,Healthcare & Medical,0.85,False,False,False,False,0,hybrid,Manufacturing,Farms & Agriculture Production
Agricultural Equipment Services,Unknown,Environmental Consulting,0.720996060371399,Professional Services,0.81,False,False,False,False,0,hybrid,Manufacturing,Farms & Agriculture Production
Dock and Pier Construction,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Services,Civil Engineering Services
Soap Production Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Manufacturing,Religious Goods
Food Processing Services,Unknown,Food Processing Services,0.680851399898529,Manufacturing & Production,0.85,True,True,True,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.6467454433441162,Manufacturing & Production,0.87,True,True,True,False,0,hybrid,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.6467454433441162,Manufacturing & Production,0.87,True,True,True,False,0,hybrid,Wholesale,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.5964722871780396,Manufacturing & Production,1.0,True,True,True,False,0,hybrid,Manufacturing,Farms & Agriculture Production
Food Processing Services,Unknown,Canning Services,0.6885491609573364,Professional Services,0.85,False,False,False,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Canning Services,0.7004621624946594,Professional Services,0.67,False,False,False,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Frozen Food Processing,0.7772680521011353,Manufacturing & Production,0.97,False,True,True,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Food Processing Services,Unknown,Food Processing Services,0.5875093460083007,Manufacturing & Production,0.99,True,True,True,False,0,hybrid,Manufacturing,Farms & Agriculture Production
Food Processing Services,Unknown,Frozen Food Processing,0.518661379814148,Manufacturing & Production,0.74,False,True,True,False,0,hybrid,Manufacturing,Fruit & Vegetable - Markets & Stores
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.6713778972625732,Manufacturing & Production,0.79,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.8680024147033691,Manufacturing & Production,0.9394488005147567,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.8989552855491638,Manufacturing & Production,0.97,True,True,True,False,0,hybrid,Wholesale,Plastics Products
Plastic Manufacturing,Unknown,Textile Manufacturing Services,0.7389377951622009,Manufacturing & Production,0.85,False,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.8680024147033691,Manufacturing & Production,0.9394488005147567,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Accessory Manufacturing,0.3858770728111267,Manufacturing & Production,0.4901692879047029,False,False,True,False,0,hybrid,Manufacturing,"Minerals, Earths & Ores"
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.24831712245941162,Professional Services,0.5304843508585312,True,True,True,False,0,hybrid,Manufacturing,"Pipes, Tubes, Fittings & Valves"
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.5832712769508361,Manufacturing & Production,0.83,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Chemical Manufacturing,0.3659155809879303,Manufacturing & Production,0.5639615674869465,False,True,True,False,0,hybrid,Wholesale,Adhesives & Sealants
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.7575442019104959,Manufacturing & Production,0.99,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.8391848802566528,Manufacturing & Production,0.92,True,True,True,False,0,hybrid,Manufacturing,Injection Molding Services
Plastic Manufacturing,Unknown,Plastic Manufacturing,0.5673510789871216,Manufacturing & Production,0.95,True,True,True,False,0,hybrid,Manufacturing,Plastics Products
Real Estate Services,Unknown,Real Estate Services,0.717136561870575,Construction & Real Estate,0.8334685781008119,True,True,True,False,0,hybrid,Services,Mortgage Brokers
Real Estate Services,Unknown,Real Estate Services,0.8977737426757812,Construction & Real Estate,0.9110677603848373,True,True,True,False,0,hybrid,Services,Real Estate - Agents & Managers
Real Estate Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Retail,"Motor Homes, Trailers & RVs - Dealers & Rentals"
Seafood Processing Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,False,False,False,False,0,hybrid,Retail,"Meat, Fish & Seafood Stores"
Health Promotion Services,Unknown,Laboratory Services,0.2527760410308838,Professional Services,0.4452473787282918,False,False,False,False,0,hybrid,Services,Podiatrists
Health Promotion Services,Unknown,Health Promotion Services,0.5863514184951782,Healthcare & Medical,0.8014281035583423,True,True,True,False,0,hybrid,Non Profit,Social Services & NGOs
Health Promotion Services,Unknown,Fundraising Services,0.5963124632835388,Professional Services,0.826033491995755,False,False,False,False,0,hybrid,Non Profit,Social Services & NGOs
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.8652984499931335,Manufacturing & Production,0.99,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.5766475796699524,Manufacturing & Production,0.8342331288343559,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.8239430785179138,Manufacturing & Production,0.84,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.5766475796699524,Manufacturing & Production,0.8342331288343559,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Apparel Manufacturing,0.7159691452980042,Software & Technology,0.87,False,False,False,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.5766475796699524,Manufacturing & Production,0.8342331288343559,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.448305606842041,Manufacturing & Production,0.6718927444794953,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.577809476852417,Manufacturing & Production,0.94,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
Textile Manufacturing Services,Unknown,Textile Manufacturing Services,0.5150012135505676,Manufacturing & Production,0.2682119039307868,True,True,True,False,0,hybrid,Manufacturing,Fabric-Based Home Goods
